lesson_gap,kg_proximity,difficulty_fit,duration_fit,style_type_fit,prereq_readiness,rule_score,content_score,tag_overlap,tfidf_lesson_sim,graph_score,gnn_style_affinity,kg_resource_centrality,risk_score,engagement_norm,performance_norm,attendance_ratio,gpa_norm,prior_score,time_budget,interaction_density_norm,submission_delay,forum_activity,n_gap_norm,quiz_gap,assessment_gap,resource_appetite,ability,res_duration_norm,res_difficulty,res_is_video,res_is_lab,res_is_pdf,res_prereq_count,res_lesson_size,student_id
0.04373122903820627,0.04846655490816523,-0.05119164838124764,0.031290171310203896,0.004093648393652298,0.03843971950106179,-0.04153743289713728,0.030599058289705727,0.0009242611694222993,0.03589583484044726,0.00039460482732254576,0.002339130783771434,-0.003250592975485251,-0.005087797537798613,-0.00012917084877210177,0.00031846850639494114,-0.0006742572614160947,0.00048822858430064487,0.0,0.0016612804429805505,-7.013102944069285e-05,-0.00024690509726368626,-0.00034507431391691645,0.00032051909441024016,-0.00032070681423018016,-0.00013932409807523405,0.0,0.0009604094302551627,-0.002139854387099143,0.02566982109731101,-0.0008599967936006784,-0.0003162804008661777,-0.00015762337306690632,-0.006670172254144194,0.006874927787372209,ST1001
0.04177386993102877,0.043408476226157254,0.0260046686307151,0.008846529960204364,0.0018893071479150819,0.08468251758849643,0.1333452680857752,0.015387598403416082,0.002042351148720467,0.015830979538111873,0.004198255320800668,0.00229936023213219,0.0008697633996617251,-0.0003677787170033682,0.0007218427496404929,-0.00011589744430943082,0.00018006499097911088,-0.00014551467745031616,7.021089060023381e-05,0.002679518050816575,0.0009938348040100299,-0.00017675167928527777,-0.0004960342114971145,0.0015402530233760722,0.0003021596585781898,0.000548200777422952,0.0002251487925876715,-0.00033366900860195355,0.0026625642176825747,0.0072575458526574,0.0,-0.00040691730414283876,-4.8158108542159265e-05,0.0005194679399494927,-0.003214152318056659,ST1002
0.041366582132191916,0.043408476226157254,0.017649248245183862,0.003257880446868499,0.005113906676330606,-0.05783572968045147,0.2561557819063691,0.008724462906169617,0.0016029451092393883,0.01801961582552554,0.001154993274379494,0.03915322903551013,0.003884941074083674,0.020551693905900083,-0.0007223889166235499,0.0009053805794004872,0.012822954284950113,0.001338595615465198,-0.0001021056245105229,0.0007118967743761609,5.2544843680029705e-05,0.00022707068315371533,-0.0007986529829064286,-0.0001972318524190472,0.0009197486557527097,-9.425594565070286e-05,0.0005061718203470819,0.0029839827358931438,0.0020657477570908563,0.08605295363838696,0.007428133654375257,-7.264842384410971e-05,0.006029221551259037,0.0,0.0013818370466719067,ST1003
-0.00653856518093636,-0.0036954285002074737,0.004513322898775622,0.006916496524975683,0.007198191089239381,0.002314207292674486,0.08744666513480473,-0.004327607349003077,0.003733652566488952,-0.0023952398219523295,0.008178074332190042,8.327192728181235e-05,0.00023320468772471858,-0.003915167528888631,0.000493136856071758,0.00023521537234146445,0.00517593083298782,0.0003298633339844683,0.0003549652630897954,0.0002466834136292072,1.5071262852818135e-06,0.0,-4.9586741712867336e-05,0.0007664654137951618,-0.00023232427897275089,0.00027920731356898947,0.0009835383696411852,0.00022388332917106765,0.0005915211385306,0.0002481282147191874,-0.005306854555378398,0.006671552415443115,0.012309046930492852,8.69403027470552e-05,0.0008884582288176073,ST1004
0.04177386993102877,0.043408476226157254,0.022309120065477278,0.007908879252997113,0.002280941008238637,0.07597929634466295,0.19058996743544632,-0.0023631468872611474,0.0015032971738043511,0.013007628346614258,-0.0013507280362258527,-0.0020139312318949096,0.0010292448147430275,-0.0033282547660661702,-0.0009002029652448592,2.719956216840473e-05,-0.00021624137530876068,0.0001281165217562446,-6.288010340076119e-05,0.0009902265293121094,-0.00016291381125973706,0.00032237240010754917,6.820586237045078e-05,-0.001067482928413167,0.000287232111855229,-0.00041690546141402593,-0.00010780669768973143,4.260674573501877e-05,0.0037562473411219977,0.008578643257757654,0.0,-0.0005133547451087819,-0.0010018738619244445,0.0006519450137132964,0.0022951857954873643,ST1005
0.047835662233377534,0.05144793272118099,0.02416995204080431,0.01691598973520529,-0.0036804885000794032,0.09946672242218867,-0.022681562284686204,0.021633958817787163,0.0017783659921660401,0.02212392485700299,-0.0048479302371637455,0.0014400753515866449,0.003130118855349873,0.0025928846590254043,0.00048705329377132437,0.0008071899338692042,0.00010945932716302863,0.00027868724591439053,0.0,0.0015778842142727643,-0.001896847920343939,-0.00040724860927053954,0.0,0.0013249651384705887,-0.00044504077753195354,1.1816813354706665e-05,-0.00019250253392146105,0.0023871559031133937,0.001772211953046443,0.009246211662061852,-0.000709818665731376,-0.0001995875983354035,-0.00020207205873475203,0.0012105805153487237,-9.732173445607345e-05,ST1006
-0.007590893640930323,-0.0024033976626580376,0.005291552296368709,0.0065166393035649296,-0.002414411956380594,0.002094747748584365,0.06337325164030376,0.004014228378928753,0.0030425266482621625,-0.005393261142667405,0.0015820318929559943,-0.001089659748253682,0.0006687995935457314,0.03785728060210354,-0.0011044572492551455,0.00031855470996691374,0.013344573423135967,0.0006209572698710091,0.0,0.00034839132533513197,-1.000727866427525e-05,-7.713531191076984e-05,-0.0003832052168058819,0.00044211489341502075,-0.00021827985639611162,3.8208503635393166e-05,0.0008697734263223521,0.000957977623550075,0.0006413890906921127,0.005474909480570564,0.01680882889971621,-2.3537826094337117e-05,0.005830998250760909,8.69403027470552e-05,0.0,ST1007
0.04177386993102877,0.043408476226157254,0.024432243598798236,0.013423628634516703,0.00160280701195427,0.07481770307573092,0.2376072075389987,0.020617345040235092,0.004176386462745005,0.02928846129466792,-0.0016275180408153163,0.0004588984599675403,4.571838549154136e-05,0.013815291940854693,0.00030076579751678274,0.0001899692577573881,0.0006379830210568508,0.0002666679282891942,0.0,0.0009807994094118417,9.905381325593376e-05,0.0,0.0,0.000861938846250768,0.0006481690649544534,-3.017402916053256e-05,6.148437688727345e-05,0.004581414160517287,0.0026148051146783727,-0.0003575142361373048,0.0,-7.264842384410971e-05,5.07225441271373e-05,0.0008475836577695471,0.0019154536094299927,ST1008
0.041366582132191916,0.043521777986984644,-0.06675622724080607,0.013595469482170618,-0.00012471503426465322,0.09411075975498763,0.07650713790565355,0.03442140884768608,0.0033175064777209973,0.04418857461513006,-0.0020261518129509703,-0.0012108036311195291,0.0023473127715957958,-0.0008153878062171463,0.0005295356812364442,-0.0002176164297722625,0.0006536697767592389,1.1173428689533043e-05,0.0,-0.0011692582530314587,-0.000852642701174417,-5.086120297298087e-05,0.00030854849517810497,0.0004988820978868769,9.629746577201565e-05,-1.5740325334128776e-05,-0.0003612416613145304,-0.002087924975425723,0.0012397254952509408,-0.02337256240082041,-8.747227955102128e-05,-7.264842384410971e-05,0.0,0.002634694521870796,0.01169802308209834,ST1009
0.04177386993102877,0.043408476226157254,0.02272184595969064,0.00831778597522591,0.0021187907943645474,0.07584002866864123,0.20214910493048743,0.02179415710388446,0.0013090513103364318,0.03156519432540533,0.0030060813071179815,0.0031026857246111428,0.0018964915354283433,-0.002889965777560128,-0.00010527741067550631,-0.0004069759156754247,-0.00031194223614186605,0.00057386164235041,0.0,0.000786793846838704,0.00021843774630815328,-0.0006219011944539222,-0.0003228753393625918,0.0006266422903777203,-0.0021988144341844483,9.067215979303105e-06,0.0002574319041131307,-0.0004573237094103864,0.002987175218316207,0.008439131678397932,0.0,-0.0002314675155511496,0.0,0.001022380142503576,0.004640541231692674,ST1010
